Status,ActivityCompleted,nps_score,Comments,Sentiment,Device Type,Browser
Complete,2022-09-02T19:07:30Z,1,very slow,Negative,Desktop,Chrome
Complete,2022-09-02T19:18:28Z,5,,,Mobile,Safari mobile
Complete,2022-09-02T19:21:00Z,5,,,Desktop,Microsoft Edge
Complete,2022-09-02T19:21:50Z,1,The website doesn't even work! Can't even make a payment.,Negative,Desktop,Chrome
Complete,2022-09-02T19:22:42Z,2,,,Tablet,Chrome
Complete,2022-09-02T19:22:51Z,5,Its doing what I expect it  to properly because your engineers aren't incompetent.,Mixed,Desktop,Chrome
Complete,2022-09-02T19:26:33Z,5,,,Desktop,Chrome
Complete,2022-09-02T19:32:28Z,1,should be able to populate canadian branches when you click on website.,Negative,Desktop,Chrome
Complete,2022-09-02T19:33:28Z,3,I’m trying to find excavator heads that cuts brush and saplings,Neutral,Mobile,Safari mobile
Complete,2022-09-02T19:37:19Z,5,,,Mobile,Google App
Complete,2022-09-02T19:40:10Z,3,"there is no information on how much area a model of dehumidifier can cover? 
So who can say which model works best for my projects needs.",Negative,Desktop,Chrome
Complete,2022-09-02T19:41:30Z,5,Easy to work with and great on getting us what we need for the job.,Positive,Desktop,Chrome
Complete,2022-09-02T19:42:58Z,5,fast response,Positive,Desktop,Chrome
Complete,2022-09-02T19:43:22Z,3,cause,Neutral,Desktop,Chrome
Complete,2022-09-02T19:53:08Z,5,,,Mobile,Safari mobile
Complete,2022-09-02T19:57:55Z,1,Loading invoices is a struggle.,Negative,Desktop,Chrome
Complete,2022-09-02T20:00:30Z,1,because i can't give it a lower score,Negative,Desktop,Chrome
Complete,2022-09-02T20:20:55Z,5,,,Mobile,Safari mobile
Complete,2022-09-02T20:24:36Z,5,,,Mobile,Safari mobile
Complete,2022-09-02T20:27:23Z,4,catalog not complete as I was told.,Negative,Desktop,Firefox
Complete,2022-09-02T20:28:11Z,5,,,Mobile,Safari mobile
Complete,2022-09-02T20:31:15Z,4,,,Desktop,Chrome
Complete,2022-09-02T20:33:18Z,5,,,Mobile,Google App
Complete,2022-09-02T20:35:32Z,5,Easy,Positive,Mobile,Safari mobile
Complete,2022-09-02T20:39:48Z,1,"Because I’m not down and won’t let me get back to the phone number without rating the web site, that’s stupid!",Negative,Mobile,Safari mobile
Complete,2022-09-02T20:49:23Z,1,"Can we please go back to how it was a year ago. It was so much more efficient. It is way too slow, and non dependable any more.",Negative,Desktop,Chrome
Complete,2022-09-02T21:04:37Z,4,85,Neutral,Mobile,Safari mobile
Complete,2022-09-02T21:05:57Z,1,I was rented the wrong model,Negative,Mobile,Google App
Complete,2022-09-02T21:07:40Z,5,lol   on ph w sunbelt,Neutral,Desktop,Chrome
Complete,2022-09-02T21:19:24Z,5,Because I can know why an invoice has not been paid.  It's awesome!!,Positive,Desktop,Chrome
Complete,2022-09-02T21:23:53Z,1,"Im not able to pay invoice online, just found out you guys no longer accept debit cards for payments so I tried paying it with our company checking account and im still having the same issues for the past couple of days, i did what the online chat rep recommended and still didnt",Negative,Desktop,Chrome
Complete,2022-09-02T21:24:54Z,5,very easy to surf.,Positive,Desktop,Chrome
Complete,2022-09-02T21:30:36Z,4,,,Mobile,Chrome Mobile
Complete,2022-09-02T21:35:11Z,5,,,Mobile,Safari mobile
Complete,2022-09-02T21:43:15Z,3,,,Desktop,Chrome
Complete,2022-09-02T22:01:23Z,5,It's straight forward and simple,Positive,Mobile,Chrome Mobile
Complete,2022-09-02T22:10:09Z,5,Prices are awesome,Positive,Mobile,Safari mobile
Complete,2022-09-02T22:11:38Z,5,,,Desktop,Chrome
Complete,2022-09-02T22:13:07Z,1,,,Mobile,Chrome Mobile
Complete,2022-09-02T22:17:42Z,3,Just give quote,Neutral,Mobile,Chrome Mobile
Complete,2022-09-02T22:21:12Z,4,Scheduling is clunky,Negative,Mobile,Safari mobile
Complete,2022-09-02T22:22:46Z,5,,,Mobile,Safari mobile
Complete,2022-09-02T22:27:55Z,5,Lots of information,Positive,Mobile,Chrome Mobile
Complete,2022-09-02T22:31:04Z,1,,,Desktop,Chrome
Complete,2022-09-02T22:31:26Z,4,,,Desktop,Chrome
Complete,2022-09-02T22:32:43Z,4,,,Desktop,Chrome
Complete,2022-09-02T22:39:49Z,5,Very smooth rental operation.,Positive,Mobile,Safari mobile
Complete,2022-09-02T22:58:11Z,5,,,Mobile,Safari mobile
Complete,2022-09-02T23:06:13Z,2,"As a retired CIO, with my 40 year career in software development, I've seen much better website useability design. I love Sunbelt but the site is horrible. 

Thanks,

Eddie",Negative,Desktop,Microsoft Edge
Complete,2022-09-02T23:06:51Z,5,Easy to read and follow interface with full pricing details and item photos,Positive,Mobile,Chrome Mobile
Complete,2022-09-02T23:14:30Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-02T23:23:33Z,5,"Honestly, it's the best rentals website setup I've seen.",Positive,Desktop,Chrome
Complete,2022-09-03T00:01:41Z,2,,,Mobile,Safari mobile
Complete,2022-09-03T00:22:07Z,1,,,Mobile,Chrome Mobile
Complete,2022-09-03T00:34:16Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-03T01:01:34Z,3,Ok,Neutral,Mobile,Safari mobile
Complete,2022-09-03T01:02:21Z,5,No hidden pricing,Positive,Mobile,Safari mobile
Complete,2022-09-03T01:35:21Z,5,,,Mobile,Safari mobile
Complete,2022-09-03T01:38:10Z,4,,,Mobile,Safari mobile
Complete,2022-09-03T01:55:18Z,3,,,Mobile,Safari mobile
Complete,2022-09-03T02:12:55Z,1,,,Mobile,Chrome Mobile
Complete,2022-09-03T02:46:47Z,3,average site,Neutral,Desktop,Firefox
Complete,2022-09-03T02:55:24Z,1,It's really slow and does not navigate smoothly,Negative,Tablet,Mobile Samsung Browser
Complete,2022-09-03T03:33:28Z,5,,,Mobile,Safari mobile
Complete,2022-09-03T03:34:23Z,3,,,Mobile,Safari mobile
Complete,2022-09-03T03:50:00Z,5,,,Desktop,Chrome
Complete,2022-09-03T03:56:42Z,2,,,Desktop,Chrome
Complete,2022-09-03T03:58:54Z,5,Easy to find what I need,Positive,Desktop,Chrome
Complete,2022-09-03T03:59:27Z,4,,,Mobile,Safari mobile
Complete,2022-09-03T04:53:18Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-03T05:01:59Z,4,Like,Neutral,Mobile,Chrome Mobile
Complete,2022-09-03T05:04:38Z,1,Keeps kicking me off,Negative,Mobile,Safari mobile
Complete,2022-09-03T05:33:11Z,1,its slow drops out constantly  not good,Negative,Desktop,Safari
Complete,2022-09-03T06:16:47Z,5,V,Neutral,Mobile,Chrome Mobile
Complete,2022-09-03T06:35:28Z,5,Good service,Positive,Mobile,Safari mobile
Complete,2022-09-03T08:15:17Z,5,Clear and simple,Positive,Mobile,Safari mobile
Complete,2022-09-03T10:54:57Z,5,great,Positive,Desktop,Chrome
Complete,2022-09-03T11:12:00Z,1,,,Desktop,Chrome
Complete,2022-09-03T11:13:02Z,4,"Trouble getting location with computer, worked fine on phone.",Mixed,Mobile,Safari mobile
Complete,2022-09-03T11:40:02Z,5,Convenient,Positive,Mobile,Chrome Mobile
Complete,2022-09-03T11:48:26Z,3,,,Mobile,Safari mobile
Complete,2022-09-03T11:48:52Z,5,,,Mobile,Safari mobile
Complete,2022-09-03T11:51:30Z,3,Need to have hourly rental option,Negative,Mobile,Chrome Mobile
Complete,2022-09-03T12:01:41Z,4,,,Desktop,Safari
Complete,2022-09-03T12:13:31Z,2,Extremely slow responses .  site seems to be down or so slow it is unusable.,Negative,Tablet,Silk
Complete,2022-09-03T12:14:00Z,1,,,Mobile,Safari mobile
Complete,2022-09-03T12:52:40Z,5,Works great,Positive,Mobile,Google App
Complete,2022-09-03T13:14:11Z,5,,,Desktop,Chrome
Complete,2022-09-03T13:14:24Z,1,Very little detail on equipment,Negative,Mobile,Safari mobile
Complete,2022-09-03T13:39:05Z,4,Because Sunbelt is a great rental company with friendly staff,Positive,Mobile,Chrome Mobile
Complete,2022-09-03T13:58:34Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-03T14:25:26Z,1,Because I can't get in to pay my bill,Negative,Desktop,Chrome
Complete,2022-09-03T14:39:28Z,1,,,Mobile,Chrome Mobile
Complete,2022-09-03T14:49:09Z,5,Ease of use on website,Positive,Desktop,Chrome
Complete,2022-09-03T14:49:49Z,5,because they gave rates and are close,Negative,Desktop,Microsoft Edge
Complete,2022-09-03T14:55:31Z,3,Just an average website,Neutral,Desktop,Chrome
Complete,2022-09-03T15:11:40Z,1,Not enough space to explain a problem,Negative,Desktop,Microsoft Edge
Complete,2022-09-03T15:14:50Z,3,,,Mobile,Safari mobile
Complete,2022-09-03T15:20:53Z,5,,,Mobile,Safari mobile
Complete,2022-09-03T15:37:17Z,5,easy to navigate,Positive,Desktop,Chrome
Complete,2022-09-03T15:37:25Z,5,I’ve used your company many times,Positive,Mobile,Safari mobile
Complete,2022-09-03T15:42:39Z,4,,,Mobile,Safari mobile
Complete,2022-09-03T15:43:34Z,4,you should be able to extend you rental via the website,Neutral,Desktop,Microsoft Edge
Complete,2022-09-03T15:45:43Z,1,I can't complete my damn purchase!,Negative,Mobile,Android WebView
Complete,2022-09-03T16:02:42Z,5,,,Desktop,Chrome
Complete,2022-09-03T16:29:43Z,2,It's really slow and unresponsive,Negative,Mobile,Chrome Mobile
Complete,2022-09-03T16:54:42Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-03T17:32:16Z,4,Excelent service,Positive,Mobile,Safari mobile
Complete,2022-09-03T17:34:08Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-03T17:46:24Z,1,poor description on every equipment for example what is the bucket size ?  there is nothing there to plan your project,Negative,Desktop,Chrome
Complete,2022-09-03T18:26:52Z,1,Surprised that you do not list a leaf shredder/mulcher,Negative,Desktop,Safari
Complete,2022-09-03T18:50:05Z,3,,,Desktop,Microsoft Edge
Complete,2022-09-03T19:13:50Z,1,hard to find Canada locations.,Neutral,Desktop,Chrome
Complete,2022-09-03T19:21:25Z,5,,,Mobile,Safari mobile
Complete,2022-09-03T19:27:18Z,1,Didn't workright,Negative,Mobile,Mobile Samsung Browser
Complete,2022-09-03T19:28:09Z,5,It is very simple to follow.,Positive,Mobile,Safari mobile
Complete,2022-09-03T19:30:18Z,5,Chat right away,Neutral,Mobile,Chrome Mobile
Complete,2022-09-03T19:34:29Z,5,Never used it before. Very easy to navigate.,Positive,Mobile,Chrome Mobile
Complete,2022-09-03T19:57:56Z,5,Very informative and has prices up front.,Positive,Mobile,Chrome Mobile
Complete,2022-09-03T20:00:46Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-03T20:08:18Z,5,I can always find what I need and is available in store as advertising.,Positive,Mobile,Safari mobile
Complete,2022-09-03T20:09:27Z,5,Good service,Positive,Mobile,Safari mobile
Complete,2022-09-03T20:15:50Z,4,,,Desktop,Chrome
Complete,2022-09-03T20:24:04Z,1,I want to be able to pay my bill with my debit card.  Not a credit card.,Negative,Desktop,Microsoft Edge
Complete,2022-09-03T20:58:46Z,3,,,Mobile,Chrome Mobile
Complete,2022-09-03T21:14:40Z,5,Website works very well,Positive,Mobile,Safari mobile
Complete,2022-09-03T21:18:42Z,5,Helpful easy search,Positive,Desktop,Safari
Complete,2022-09-03T21:46:42Z,4,You gave me the price,Positive,Mobile,Safari mobile
Complete,2022-09-03T21:53:08Z,5,,,Mobile,Safari mobile
Complete,2022-09-03T22:13:45Z,4,,,Mobile,Chrome Mobile
Complete,2022-09-03T22:15:45Z,1,,,Mobile,Safari mobile
Complete,2022-09-03T22:31:07Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-03T22:41:21Z,2,constantly says wires are crossed and will not let me use the site!,Negative,Desktop,Safari
Complete,2022-09-03T23:33:31Z,5,,,Mobile,Safari mobile
Complete,2022-09-03T23:38:49Z,5,"Good equipment, fair price and open early!!!",Positive,Mobile,Safari mobile
Complete,2022-09-04T00:07:59Z,5,,,Mobile,Safari mobile
Complete,2022-09-04T00:11:39Z,5,,,Mobile,Safari mobile
Complete,2022-09-04T00:14:59Z,5,Ease of use,Positive,Mobile,Safari mobile
Complete,2022-09-04T00:34:23Z,5,,,Mobile,Safari mobile
Complete,2022-09-04T00:34:57Z,5,Did what I asked. Minimal pop-ups,Positive,Mobile,Chrome Mobile
Complete,2022-09-04T00:36:33Z,2,The drop down box is inaccurate,Negative,Tablet,Safari mobile
Complete,2022-09-04T01:07:20Z,5,,,Desktop,Chrome
Complete,2022-09-04T01:59:06Z,5,Local,Neutral,Mobile,Chrome Mobile
Complete,2022-09-04T02:07:22Z,5,Me gusta,Positive,Mobile,Google App
Complete,2022-09-04T02:18:52Z,5,Clear,Neutral,Mobile,Safari mobile
Complete,2022-09-04T02:19:21Z,4,,,Desktop,Safari
Complete,2022-09-04T02:20:49Z,5,,,Mobile,Safari mobile
Complete,2022-09-04T02:33:12Z,3,,,Mobile,Chrome Mobile
Complete,2022-09-04T02:39:32Z,4,Everything  was easy to find. Organized well.,Positive,Mobile,Chrome Mobile
Complete,2022-09-04T02:57:27Z,3,,,Mobile,Chrome Mobile
Complete,2022-09-04T03:08:03Z,4,,,Mobile,Chrome Mobile
Complete,2022-09-04T03:15:37Z,5,,,Mobile,Safari mobile
Complete,2022-09-04T03:43:57Z,3,,,Mobile,Safari mobile
Complete,2022-09-04T03:44:32Z,5,,,Mobile,Safari mobile
Complete,2022-09-04T04:17:49Z,3,So far is good,Positive,Mobile,Safari mobile
Complete,2022-09-04T04:22:57Z,1,This survey popped up before I could do anything,Neutral,Mobile,Chrome Mobile
Complete,2022-09-04T06:06:04Z,4,,,Mobile,Chrome Mobile
Complete,2022-09-04T06:38:08Z,5,easy  to use,Positive,Desktop,Chrome
Complete,2022-09-04T07:17:21Z,5,Great company,Positive,Mobile,Google App
Complete,2022-09-04T07:57:56Z,5,,,Mobile,Safari mobile
Complete,2022-09-04T09:32:29Z,5,,,Mobile,Safari mobile
Complete,2022-09-04T09:36:53Z,2,Not enough info,Negative,Mobile,Safari mobile
Complete,2022-09-04T11:11:22Z,5,,,Desktop,Safari
Complete,2022-09-04T11:23:39Z,2,Problems renting for less than 24 hrs.,Negative,Mobile,Safari mobile
Complete,2022-09-04T11:27:55Z,1,,,Desktop,Chrome
Complete,2022-09-04T12:09:43Z,4,,,Mobile,Safari mobile
Complete,2022-09-04T12:37:43Z,5,Easy online application form,Positive,Mobile,Chrome Mobile
Complete,2022-09-04T12:44:24Z,4,,,Mobile,Safari mobile
Complete,2022-09-04T12:50:03Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-04T13:34:25Z,4,Missing pics,Neutral,Desktop,Safari
Complete,2022-09-04T13:38:04Z,5,,,Mobile,Safari mobile
Complete,2022-09-04T13:44:37Z,5,My favorite rental company.,Positive,Mobile,Safari mobile
Complete,2022-09-04T14:17:20Z,1,Selecting location was wanting too much info just for pricing,Negative,Mobile,Google App
Complete,2022-09-04T14:18:46Z,5,,,Mobile,Safari mobile
Complete,2022-09-04T14:23:39Z,5,,,Mobile,Safari mobile
Complete,2022-09-04T14:28:12Z,1,requested to reset password over 2 hrs ago - still haven't received email or text.,Negative,Desktop,Microsoft Edge
Complete,2022-09-04T14:34:16Z,5,,,Mobile,Safari mobile
Complete,2022-09-04T14:37:45Z,5,,,Mobile,Safari mobile
Complete,2022-09-04T14:44:28Z,5,,,Desktop,Chrome
Complete,2022-09-04T14:44:47Z,5,You are always the best,Positive,Mobile,Chrome Mobile
Complete,2022-09-04T14:56:03Z,5,I found my answers without a hassle,Positive,Mobile,Chrome Mobile
Complete,2022-09-04T15:09:13Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-04T15:30:13Z,5,Explained everything I needed to no,Neutral,Desktop,Safari
Complete,2022-09-04T15:38:13Z,5,Seemed to be an easy enough process,Positive,Desktop,Chrome
Complete,2022-09-04T15:44:15Z,5,It’s fast and easy to navigate,Positive,Mobile,Safari mobile
Complete,2022-09-04T15:47:11Z,4,,,Desktop,Safari
Complete,2022-09-04T15:58:59Z,5,,,Mobile,Safari mobile
Complete,2022-09-04T16:11:14Z,5,Easy to navigate,Positive,Desktop,Chrome
Complete,2022-09-04T16:16:10Z,5,,,Mobile,Safari mobile
Complete,2022-09-04T16:16:16Z,3,,,Desktop,Microsoft Edge
Complete,2022-09-04T16:19:34Z,1,because I don't like it,Negative,Desktop,Chrome
Complete,2022-09-04T16:46:45Z,2,It's SLOW,Negative,Mobile,Chrome Mobile
Complete,2022-09-04T16:50:36Z,5,Easy to navigate,Positive,Desktop,Chrome
Complete,2022-09-04T16:53:48Z,5,,,Mobile,Safari mobile
Complete,2022-09-04T16:56:15Z,4,,,Mobile,Safari mobile
Complete,2022-09-04T16:58:31Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-04T17:08:02Z,3,not enough info on days open,Negative,Desktop,Chrome
Complete,2022-09-04T17:16:04Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-04T17:44:46Z,5,,,Mobile,Mobile Samsung Browser
Complete,2022-09-04T17:50:56Z,1,$320 for a delivery almost in your area.,Neutral,Mobile,Chrome Mobile
Complete,2022-09-04T17:59:55Z,1,,,Mobile,Chrome Mobile
Complete,2022-09-04T18:00:24Z,4,,,Mobile,Safari mobile
Complete,2022-09-04T18:25:10Z,5,,,Desktop,Safari
Complete,2022-09-04T18:27:08Z,5,,,Mobile,Safari mobile
Complete,2022-09-04T18:35:03Z,5,Easy to navigate,Positive,Desktop,Chrome
Complete,2022-09-04T18:47:30Z,5,,,Mobile,Safari mobile
Complete,2022-09-04T18:54:30Z,5,,,Mobile,Safari mobile
Complete,2022-09-04T18:57:02Z,4,,,Desktop,Safari
Complete,2022-09-04T19:18:10Z,1,Not good,Negative,Mobile,Safari mobile
Complete,2022-09-04T19:53:38Z,4,Some of the options were not clear on what exactly they did to contribute to be item being rented,Negative,Mobile,Safari mobile
Complete,2022-09-04T20:04:23Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-04T20:12:23Z,5,prices posted. easy to find categories,Neutral,Desktop,Safari
Complete,2022-09-04T20:33:47Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-04T20:39:08Z,3,Takes too long,Negative,Mobile,Safari mobile
Complete,2022-09-04T21:18:22Z,5,"good info, easy to read, EXCEPT..."" 3"" tow behind areators ...are they all the same price?",Mixed,Desktop,Firefox
Complete,2022-09-04T21:22:19Z,1,Guy wasn’t about to speak English well enough to communicate with,Negative,Mobile,Safari mobile
Complete,2022-09-04T21:24:12Z,2,"Lack of consistently being able to get info on equipment on rent when it is selected, including can't see if/when pickup requested",Negative,Desktop,Firefox
Complete,2022-09-04T21:29:37Z,5,,,Desktop,Microsoft Edge
Complete,2022-09-04T21:33:18Z,3,,,Mobile,Chrome Mobile
Complete,2022-09-04T21:42:00Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-04T22:06:26Z,5,Easy to use,Positive,Mobile,Safari mobile
Complete,2022-09-04T22:15:22Z,1,,,Desktop,Chrome
Complete,2022-09-04T22:17:58Z,5,User friendly,Positive,Mobile,Chrome Mobile
Complete,2022-09-04T22:39:07Z,5,,,Mobile,Safari mobile
Complete,2022-09-04T22:40:18Z,5,Easy,Positive,Mobile,Chrome Mobile
Complete,2022-09-04T22:40:28Z,1,"Your ""Contact Us"" page will not accept any address I provide for my company.",Negative,Desktop,Chrome
Complete,2022-09-04T22:57:02Z,5,,,Mobile,Safari mobile
Complete,2022-09-04T23:25:53Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-04T23:28:23Z,4,,,Mobile,Chrome Mobile
Complete,2022-09-04T23:32:15Z,4,Been searching for answers to a couple questions & having difficulty finding. It is great it has pricing. Many don’t,Positive,Mobile,Google App
Complete,2022-09-04T23:57:37Z,4,Bug,Negative,Mobile,Safari mobile
Complete,2022-09-05T00:27:33Z,4,Good experience so far. More concerned with the actual equipment and rental experience.,Positive,Mobile,Chrome Mobile
Complete,2022-09-05T00:42:06Z,3,,,Mobile,Chrome Mobile
Complete,2022-09-05T00:44:56Z,3,,,Mobile,Safari mobile
Complete,2022-09-05T01:08:41Z,5,,,Mobile,Safari mobile
Complete,2022-09-05T01:35:47Z,3,,,Mobile,Chrome Mobile
Complete,2022-09-05T01:37:22Z,5,,,Mobile,Safari mobile
Complete,2022-09-05T01:47:30Z,3,It freezes up occasionally.,Negative,Desktop,Safari
Complete,2022-09-05T02:29:50Z,1,,,Mobile,Safari mobile
Complete,2022-09-05T02:37:07Z,5,They have some of the best reps as well as good equipment and if you have a problem while on the job they’ve been great with a helpful response.,Positive,Desktop,Safari
Complete,2022-09-05T02:44:17Z,1,,,Mobile,Safari mobile
Complete,2022-09-05T03:00:42Z,5,"Good, easy to read instructions",Positive,Mobile,Safari mobile
Complete,2022-09-05T03:20:44Z,4,Survey popped up before I received the information on delivery and pick up charges.,Negative,Desktop,Chrome
Complete,2022-09-05T03:26:43Z,1,,,Mobile,Safari mobile
Complete,2022-09-05T03:35:59Z,4,Nice selection. Prices seem high,Positive,Desktop,Safari
Complete,2022-09-05T04:12:47Z,4,,,Mobile,Android WebView
Complete,2022-09-05T05:04:01Z,1,Take forever to download the invoices,Negative,Desktop,Chrome
Complete,2022-09-05T05:05:41Z,3,Because I keep getting a 'Sorry! Out wires got crossed' error message. Search is horrible.,Negative,Desktop,Microsoft Edge
Complete,2022-09-05T05:13:52Z,5,Very informative.,Positive,Desktop,Chrome
Complete,2022-09-05T05:54:52Z,1,,,Mobile,Chrome Mobile
Complete,2022-09-05T05:57:07Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-05T08:18:21Z,5,,,Mobile,Safari mobile
Complete,2022-09-05T09:13:17Z,5,I rent a lot of equipment from here always friendly and helpful staff,Positive,Mobile,Safari mobile
Complete,2022-09-05T10:04:17Z,3,,,Mobile,Safari mobile
Complete,2022-09-05T10:34:57Z,5,Great service,Positive,Mobile,Chrome Mobile
Complete,2022-09-05T10:47:49Z,5,,,Mobile,Safari mobile
Complete,2022-09-05T10:54:25Z,5,Easy to use,Positive,Mobile,Safari mobile
Complete,2022-09-05T10:57:24Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-05T11:12:57Z,1,It lets me make a reservation for today and you’re closed. Now I have to redo it all for tomorrow,Neutral,Mobile,Safari mobile
Complete,2022-09-05T11:43:58Z,2,"All I'm looking for is a price, don't think I should have to create an account to get that.",Negative,Desktop,Microsoft Edge
Complete,2022-09-05T12:17:03Z,5,easy to find the rental equipment items and having the rental prices listed is very helpful for providing overall job quotes to our various clients,Positive,Desktop,Chrome
Complete,2022-09-05T12:33:20Z,1,It doesn't work,Negative,Mobile,Chrome Mobile
Complete,2022-09-05T12:39:30Z,5,,,Mobile,Safari mobile
Complete,2022-09-05T12:39:36Z,5,,,Mobile,Mobile Samsung Browser
Complete,2022-09-05T12:45:28Z,4,I found what I was looking for…but difficult to get local store phone number.,Mixed,Mobile,Safari mobile
Complete,2022-09-05T12:58:21Z,1,Equipment is trash,Negative,Mobile,Safari mobile
Complete,2022-09-05T13:10:03Z,5,,,Desktop,Chrome
Complete,2022-09-05T13:21:13Z,5,,,Mobile,Android WebView
Complete,2022-09-05T13:22:31Z,5,This is the equipment needed to finish my project,Neutral,Desktop,Safari
Complete,2022-09-05T13:29:16Z,5,,,Desktop,Safari
Complete,2022-09-05T13:37:09Z,5,,,Mobile,Safari mobile
Complete,2022-09-05T14:01:01Z,5,,,Mobile,Safari mobile
Complete,2022-09-05T14:05:55Z,5,,,Tablet,Google App
Complete,2022-09-05T14:07:06Z,5,Good customer service and support.,Positive,Mobile,Chrome Mobile
Complete,2022-09-05T14:10:50Z,5,easy,Positive,Desktop,Chrome
Complete,2022-09-05T14:11:32Z,4,Prices shown but can’t find shipping to the job site,Mixed,Mobile,Google App
Complete,2022-09-05T14:21:48Z,4,responsive and easy to use,Positive,Desktop,Microsoft Edge
Complete,2022-09-05T14:22:27Z,3,There are times in which the system locks up,Negative,Desktop,Chrome
Complete,2022-09-05T14:30:06Z,5,,,Mobile,Safari mobile
Complete,2022-09-05T14:35:24Z,5,Competitive equipment pricing,Positive,Mobile,Chrome Mobile
Complete,2022-09-05T14:39:50Z,3,,,Mobile,Google App
Complete,2022-09-05T14:51:34Z,1,I can't find my rental and it just brings up chat page,Negative,Mobile,Chrome Mobile
Complete,2022-09-05T14:52:16Z,5,,,Mobile,Safari mobile
Complete,2022-09-05T14:52:22Z,4,"1st time on site.
 Current availability?",Neutral,Mobile,Chrome Mobile
Complete,2022-09-05T14:53:45Z,2,,,Mobile,Safari mobile
Complete,2022-09-05T14:55:11Z,3,The app did not allow same day returns.  The app added multiples of the same item when I navigated to and from the cart.,Negative,Mobile,Safari mobile
Complete,2022-09-05T14:55:31Z,1,Why is it so difficult to show your locations?,Negative,Mobile,Safari mobile
Complete,2022-09-05T15:01:53Z,5,,,Desktop,Chrome
Complete,2022-09-05T15:03:35Z,5,,,Desktop,Chrome
Complete,2022-09-05T15:15:30Z,4,,,Desktop,Chrome
Complete,2022-09-05T15:27:40Z,5,,,Mobile,Mobile Samsung Browser
Complete,2022-09-05T15:33:40Z,2,Confusing page,Negative,Desktop,Chrome
Complete,2022-09-05T15:44:14Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-05T15:53:53Z,3,,,Mobile,Safari mobile
Complete,2022-09-05T16:02:32Z,5,,,Desktop,Safari
Complete,2022-09-05T16:16:15Z,5,Clear choices for every need for equipment rental,Positive,Mobile,Chrome Mobile
Complete,2022-09-05T16:20:25Z,1,Wrong info,Negative,Desktop,Safari
Complete,2022-09-05T16:55:26Z,5,,,Desktop,Chrome
Complete,2022-09-05T17:10:34Z,5,It’s very helpful,Positive,Mobile,Safari mobile
Complete,2022-09-05T17:24:32Z,5,,,Desktop,Chrome
Complete,2022-09-05T17:29:04Z,5,,,Mobile,Safari mobile
Complete,2022-09-05T18:08:07Z,4,,,Mobile,Safari mobile
Complete,2022-09-05T18:08:24Z,2,Very slow glitchy site that keeps putting stuff in my cart everytime I just want some info . Needs work .,Negative,Mobile,Chrome Mobile
Complete,2022-09-05T18:18:09Z,4,Couldn't print off invoice payment.,Negative,Desktop,Chrome
Complete,2022-09-05T18:23:41Z,4,,,Mobile,Safari mobile
Complete,2022-09-05T18:33:44Z,5,Available pricing.,Neutral,Mobile,Safari mobile
Complete,2022-09-05T18:53:05Z,3,Has problems with ZIP Codes,Negative,Mobile,Safari mobile
Complete,2022-09-05T18:58:19Z,5,I see everything I may need in lawn care listed here.,Positive,Desktop,Chrome
Complete,2022-09-05T19:08:11Z,5,,,Mobile,Safari mobile
Complete,2022-09-05T19:09:11Z,5,I liked the fact that the prices  are listed for the day week and month.,Positive,Desktop,Microsoft Edge
Complete,2022-09-05T19:16:18Z,4,,,Mobile,Safari mobile
Complete,2022-09-05T19:21:23Z,5,5,Neutral,Desktop,Chrome
Complete,2022-09-05T19:28:27Z,4,,,Desktop,Chrome
Complete,2022-09-05T19:42:39Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-05T19:46:25Z,4,we haven't finished the rental yet,Neutral,Desktop,Chrome
Complete,2022-09-05T19:55:16Z,5,devices were clearly marked as was prices.,Positive,Desktop,Chrome
Complete,2022-09-05T19:55:40Z,5,Easy to use; good information,Positive,Mobile,Google App
Complete,2022-09-05T19:57:04Z,5,,,Mobile,Safari mobile
Complete,2022-09-05T20:35:00Z,5,Seemed to have the info needed.,Positive,Mobile,Safari mobile
Complete,2022-09-05T20:35:41Z,4,"Company Name:
Commonwealth State Realty Inc.",Neutral,Mobile,Safari mobile
Complete,2022-09-05T20:44:05Z,4,,,Mobile,Chrome Mobile
Complete,2022-09-05T20:51:47Z,4,incomplete information on desired product,Negative,Desktop,Firefox
